diseased,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b04,sur_refl_b05,sur_refl_b06,sur_refl_b07
0,174,-363,119,-64,-90,-188,-7
1,206,-150,128,152,-50,126,306
0,138,-1079,87,22,-437,37,209
0,140,153,90,29,2380,-85,65
1,282,-1161,137,86,-568,25,208
1,370,-763,199,175,-297,311,620
1,-93,-1335,-32,-255,-728,-478,83
0,896,-747,478,536,390,1139,1252
1,77,-1329,91,-136,-598,-309,89
1,137,-298,178,119,13,69,190
1,94,-1500,53,-112,-929,-427,33
0,172,-1082,76,-48,-515,-313,-17
0,2449,1185,2182,2271,1737,2318,2305
1,451,-1112,306,243,-682,76,272
0,451,-1112,306,243,-682,76,272
1,235,-829,147,112,-387,-125,43
1,29,-1196,-149,-134,-804,-343,25
1,44,-629,-71,-129,-16,97,267
0,169,-429,88,76,-374,5,73
0,44,-629,-71,-129,-16,97,267
1,44,-629,-71,-129,-16,97,267
1,13,-272,-6,-78,-450,-209,-134
1,160,-1781,-5,-187,-1009,-276,172
0,1901,47,1758,1635,830,1294,1420
1,231,79,126,179,-831,260,264
0,426,-172,178,282,242,527,648
1,736,-349,290,424,89,665,624
1,61,-289,-59,-17,-205,-155,-33
1,193,-1449,41,-36,-452,-163,118
1,729,191,442,574,501,687,522
1,255,-665,120,114,-238,-129,17
1,255,-665,120,114,-238,-129,17
1,122,349,-38,65,340,507,325
1,870,-647,508,577,422,842,893
1,275,733,145,260,772,450,163
1,161,171,79,128,404,285,181
0,185,-1138,85,-119,-700,-289,51
1,188,-351,32,94,28,150,191
1,259,-2198,56,-105,-967,30,443
1,259,-2198,56,-105,-967,30,443
1,262,-867,131,135,-1334,47,129
0,262,-867,131,135,-1334,47,129
1,538,-745,218,304,147,659,791
0,206,727,81,228,846,531,261
0,206,727,81,228,846,531,261
0,178,-624,139,39,-359,-5,127
1,563,-158,230,246,2074,264,268
1,315,-1277,155,138,-591,121,301
0,102,-592,43,-66,-280,-99,-24
0,310,-1193,166,99,-629,150,265
1,266,-194,144,165,154,619,640
1,632,420,438,593,662,572,572
0,265,-138,140,164,444,580,569
0,224,-458,76,133,373,58,124
1,146,-479,70,64,-191,10,87
1,337,-345,168,247,-102,403,426
1,261,-488,141,146,-209,-186,12
1,205,-753,103,70,4,82,135
1,165,76,83,118,-80,114,187
0,191,-227,90,49,144,232,370
1,331,174,135,176,408,261,245
0,102,-752,42,-15,-1837,-118,-89
0,82,-111,113,42,-439,-118,-68
0,623,-859,827,634,-653,-382,-17
1,333,-502,307,209,-212,37,345
1,643,-1189,327,337,-68,676,879
1,643,-1189,327,337,-68,676,879
0,643,-1189,327,337,-68,676,879
1,-52,-1535,-68,-318,-1231,-917,-443
1,-52,-1535,-68,-318,-1231,-917,-443
0,163,-659,95,85,731,104,271
1,109,-944,21,-30,-674,-149,171
1,-29,-1430,272,-37,-1211,-766,-397
0,135,-1556,30,-169,-931,-233,138
0,302,262,127,192,486,418,252
0,287,-674,140,129,-185,209,378
0,287,-674,140,129,-185,209,378
0,290,-621,164,181,-170,135,302
1,162,-458,2,-72,73,409,405
1,162,-458,2,-72,73,409,405
0,1054,-429,545,716,1344,774,813
1,754,921,710,706,932,695,551
1,754,921,710,706,932,695,551
1,404,-618,152,147,-83,151,189
1,247,-528,105,125,97,261,263
1,228,18,49,140,52,400,321
0,210,-25,106,98,-494,250,275
1,-16,-1590,-114,-261,-854,-622,-150
1,367,-330,197,203,455,319,337
0,367,-330,197,203,455,319,337
1,367,-330,197,203,455,319,337
1,839,-776,1105,739,-713,-370,0
0,744,166,521,586,1333,832,644
0,198,-2144,58,-110,-1113,-144,318
0,368,-933,116,188,-148,226,319
1,456,188,275,384,582,603,340
1,225,-1110,132,108,-359,123,211
1,225,-1110,132,108,-359,123,211
1,225,-1110,132,108,-359,123,211
1,1168,562,1112,1096,473,893,858
0,64,-577,61,5,-291,-145,18
1,455,-475,183,312,-31,602,756
1,455,-475,183,312,-31,602,756
1,459,522,423,490,170,402,327
1,768,-534,1237,836,-623,-119,120
1,309,-294,162,139,228,512,522
1,-113,-1635,-152,-278,-1266,-471,-80
1,334,531,357,366,817,236,109
1,334,531,357,366,817,236,109
1,225,-887,106,74,-503,57,195
0,225,-887,106,74,-503,57,195
1,283,-207,172,197,-148,223,264
1,191,635,488,307,112,93,17
1,191,635,488,307,112,93,17
1,123,-658,108,64,-295,-269,-51
1,322,-978,149,131,-370,94,175
1,798,984,408,645,1297,1055,621
1,798,984,408,645,1297,1055,621
0,237,-704,167,122,-480,-20,213
1,786,-46,1237,869,190,121,169
0,2161,1447,2201,2126,1434,1370,1185
1,322,-940,181,180,-220,352,569
1,338,-1147,182,90,-171,355,608
1,338,-1147,182,90,-171,355,608
1,338,-1147,182,90,-171,355,608
1,460,-581,157,267,63,642,845
1,-27,-777,-73,-152,-297,-412,-306
1,520,-1191,706,429,-897,-290,192
1,520,-1191,706,429,-897,-290,192
1,2975,1352,3472,2897,1355,1879,1426
1,237,-438,154,115,-78,167,155
0,534,-406,219,348,541,487,577
0,-34,-513,12,-163,-280,-94,-58
0,357,-939,190,176,-416,348,377
1,222,537,213,242,784,574,374
1,255,914,137,226,2449,787,546
0,-35,-563,7,-89,-432,-269,-92
1,-48,-383,43,-159,-239,-344,32
1,188,238,-40,78,453,427,273
1,346,7,139,202,424,635,506
1,460,140,219,358,530,798,823
1,144,-1818,100,-165,-1471,-453,3
1,134,296,84,170,3009,320,182
0,290,-1139,156,112,-610,138,224
1,942,-123,1001,912,163,569,589
0,528,348,497,481,223,311,400
1,427,-99,183,193,226,351,338
1,43,187,61,83,110,-155,-167
0,159,-742,81,74,-565,-22,158
1,93,31,28,42,-99,-59,-58
1,3299,1336,3082,3043,1827,2742,2598
0,19,-1322,29,-192,-507,-345,-59
1,214,-555,111,64,-305,-4,188
1,146,25,85,98,-42,116,228
1,442,-1057,262,223,-254,49,234
0,235,-934,468,217,-824,-401,-192
1,275,-727,139,106,-272,150,403
0,128,-711,54,-35,1590,-207,12
1,454,-661,281,228,41,372,328
1,445,-1484,529,280,-1138,-291,-122
0,209,-605,118,100,-45,-32,180
1,407,1276,500,569,842,412,277
1,215,-2191,142,-99,-1204,-291,216
1,215,-2191,142,-99,-1204,-291,216
1,285,-335,211,206,8,160,166
0,177,-649,202,134,-445,-258,-72
1,791,-1032,887,667,-429,135,518
1,209,-918,71,17,-501,27,405
0,590,162,272,431,438,963,950
0,177,-1808,220,-58,-937,-537,51
0,177,-1808,220,-58,-937,-537,51
0,125,556,64,119,392,38,-85
1,482,-1076,227,260,203,375,366
1,458,995,406,476,1580,902,546
1,251,35,161,196,272,322,316
0,-137,-1903,-62,-419,-1905,-1147,-532
1,-137,-1903,-62,-419,-1905,-1147,-532
0,200,-1210,72,-22,-972,-203,-34
1,315,-386,134,147,-2,415,479
0,427,-226,212,344,165,463,365
0,288,-1582,379,102,-1564,-935,-364
1,288,-1582,379,102,-1564,-935,-364
1,1102,1057,1257,1260,507,671,694
1,1665,1633,1598,1655,1361,1312,1316
1,1665,1633,1598,1655,1361,1312,1316
1,1665,1633,1598,1655,1361,1312,1316
0,229,-277,78,30,210,306,198
0,229,-277,78,30,210,306,198
1,1204,1708,1238,1263,1151,825,790
0,567,-2645,651,202,-1833,-313,375
1,-16,-1608,-21,-245,-974,-247,279
1,-16,-1608,-21,-245,-974,-247,279
0,269,-1285,175,-6,-858,-14,84
1,-17,-1462,-133,-241,-801,-372,-41
1,132,-1052,-20,-21,-169,-54,-20
1,828,1374,507,861,1869,1248,636
1,368,275,-87,205,686,481,340
1,-135,-1606,-117,-349,-1311,-816,-348
1,-135,-1606,-117,-349,-1311,-816,-348
0,343,-1571,131,78,-473,161,410
0,343,-1571,131,78,-473,161,410
1,131,-924,-79,-33,-201,25,99
0,889,-1399,947,753,-393,-16,254
0,405,-1374,231,125,-577,73,253
1,393,-949,205,123,-184,49,205
0,394,-748,278,228,-349,234,460
0,156,-745,54,60,-984,-103,29
1,320,577,128,237,936,719,457
0,634,-25,254,372,428,890,754
0,249,485,233,192,437,-31,-32
1,482,397,273,390,256,436,423
1,-49,-2424,166,-301,-1787,-1160,-444
1,482,397,273,390,256,436,423
1,462,-89,236,302,543,527,668
0,-11,-285,-20,-50,21,-132,-10
1,69,-228,-41,-90,318,138,197
1,183,-876,111,5,-339,60,212
0,195,-521,107,97,-145,114,264
0,323,-439,163,175,413,274,243
0,-54,-1822,4,-203,-1157,-652,-165
1,3618,2794,3253,3419,3379,2767,2591
0,165,-573,95,91,-107,114,107
0,3783,3376,4160,3839,3028,2918,1975
1,241,-942,157,104,-354,-132,105
1,1759,1229,1686,1702,1174,1763,1728
0,379,-257,333,272,-250,129,253
1,379,-257,333,272,-250,129,253
1,2921,1741,3070,2902,1884,1904,1787
0,13,-1173,0,-139,-913,-400,-219
0,13,-1173,0,-139,-913,-400,-219
0,471,622,265,392,571,704,553
1,138,-312,83,68,-146,90,228
1,232,-699,85,79,-20,308,369
1,-25,-1500,-12,-243,-1134,-483,-122
0,-25,-1500,-12,-243,-1134,-483,-122
1,325,-408,184,169,-133,274,200
0,169,-391,79,89,-191,109,164
1,1200,-506,1276,1040,-428,288,415
0,-42,-1535,-120,-261,-930,-469,-62
0,7,-574,88,-22,-265,-247,-124
1,213,-600,23,60,40,165,187
1,213,-600,23,60,40,165,187
0,213,-600,23,60,40,165,187
0,295,-406,137,214,-97,34,-3
1,6189,3860,6182,6096,3839,2868,2237
0,513,-578,447,361,-201,280,460
0,291,-173,140,193,149,292,233
1,279,-889,54,68,-325,507,542
1,269,-2578,128,-133,-1338,-475,126
1,1910,930,1741,1793,1111,1596,1643
1,1910,930,1741,1793,1111,1596,1643
0,158,-764,74,60,-537,22,135
1,543,-1609,356,247,-699,150,287
1,243,-993,164,92,-373,23,76
1,243,-993,164,92,-373,23,76
1,961,1046,982,944,1270,975,894
1,868,-435,703,728,36,210,252
1,4519,1607,4649,4295,1740,1540,1325
1,268,-2465,117,-195,-1096,-343,209
1,619,-1182,224,337,-269,662,709
1,554,-417,158,336,385,750,763
1,554,-417,158,336,385,750,763
1,-9,-1050,12,-155,-827,-622,-89
0,-165,-1548,-23,-288,-1178,-975,-432
1,2785,1240,2880,2761,1319,1300,1167
1,872,-575,489,576,177,733,853
0,555,-1490,238,269,-333,629,820
1,4519,1607,4649,4295,1740,1540,1325
1,21,-2749,65,-343,-2047,-801,-210
1,260,-1057,174,9,-414,127,375
1,2027,1315,1889,1941,1821,1763,1817
1,705,484,1152,779,145,229,156
1,28,-2585,56,-363,-1380,-790,-153
1,236,-546,115,170,-173,117,152
1,552,-175,365,308,6,573,693
1,710,252,598,530,274,487,755
1,161,-901,127,99,-577,79,175
1,401,-755,212,232,-266,381,410
1,68,-1629,18,-148,-728,-277,57
1,643,313,347,422,570,914,720
1,643,313,347,422,570,914,720
1,687,-876,434,427,-364,591,646
0,595,-346,741,533,-229,-27,106
1,-9,-763,-25,-170,-664,-328,-110
1,239,121,124,210,109,339,114
1,695,851,641,659,1015,769,665
1,-163,-1110,-71,-237,-759,-673,-429
1,2,-1502,-3,-189,-771,-69,146
1,2,-1502,-3,-189,-771,-69,146
1,291,-71,111,150,123,503,442
1,291,-71,111,150,123,503,442
1,-123,-1114,-67,-230,-690,-635,-438
0,175,-636,59,41,-654,6,296
0,114,-982,318,6,-1098,-727,-254
1,-36,-979,-15,-128,-917,-536,-149
0,177,449,176,131,418,-6,100
1,655,1042,613,683,965,901,627
1,438,-26,199,315,-4,164,264
1,-55,-718,-8,-168,-578,-483,-172
1,866,992,803,930,1310,702,726
1,358,-319,170,200,268,270,418
1,375,177,180,304,641,479,370
0,517,120,264,371,499,957,1088
1,262,-2157,298,99,-1414,-756,-88
1,212,-792,88,120,-210,256,428
1,122,-371,63,37,-25,-36,61
1,122,-371,63,37,-25,-36,61
0,2469,1484,2482,2432,1411,1914,1652
0,381,-284,180,269,247,298,279
0,320,-916,178,93,-626,119,332
1,1122,533,1421,1198,421,492,662
1,81,-1709,-15,-184,-746,-262,210
1,1030,2148,991,1116,1637,1228,841
0,344,-571,183,235,-2,224,357
1,-2,-1399,-7,-172,-746,-418,39
0,96,-1642,1,-146,-1239,-303,12
1,161,-2123,85,-188,-1327,-404,176
0,427,-481,215,198,10,37,214
1,103,-1309,-26,-100,-817,-180,18
1,110,-338,48,65,-162,-69,74
1,702,93,558,580,822,620,594
0,120,-456,56,65,-163,-45,75
1,1732,1235,1750,1774,1739,1589,1329
1,-122,-1897,292,-195,-1667,-979,-489
1,9,-924,-21,-97,-764,-390,-4
0,140,-932,56,44,-229,-126,20
1,264,-813,642,239,-949,-809,-360
1,264,-813,642,239,-949,-809,-360
1,1514,975,1615,1530,1062,1487,1350
1,307,-567,188,191,-9,354,380
1,162,-427,91,103,-679,-133,16
0,761,-269,1290,783,-407,277,486
1,130,-676,115,56,-24,-31,166
1,484,-119,249,369,78,312,390
1,272,-126,133,217,155,241,240
1,-100,-1461,123,-287,-1035,-905,-414
0,297,427,434,443,626,-65,-123
1,66,-1322,11,-135,-967,-164,140
1,132,-1132,49,-65,-371,-145,172
1,132,-1132,49,-65,-371,-145,172
1,217,-2274,90,-189,-1134,-456,61
1,217,-2274,90,-189,-1134,-456,61
1,225,-2223,102,-142,-1354,-548,0
1,783,-1607,899,590,-732,9,684
1,783,-1607,899,590,-732,9,684
0,2169,384,2120,2078,540,1218,1247
1,237,69,143,201,210,213,213
1,237,69,143,201,210,213,213
0,576,-243,314,376,376,723,730
1,351,963,398,330,514,386,241
1,168,235,85,138,454,44,106
0,537,-475,286,372,77,515,569
1,620,1058,598,641,522,814,730
1,620,1058,598,641,522,814,730
1,4,-754,50,-76,-620,-294,-255
1,4,-754,50,-76,-620,-294,-255
1,4,-754,50,-76,-620,-294,-255
1,613,538,631,599,222,632,690
1,613,538,631,599,222,632,690
1,566,-722,295,242,-98,569,588
1,109,-1199,88,-50,-630,-170,-23
1,229,-746,224,135,-311,-208,37
1,513,-419,224,347,157,406,434
1,266,-153,278,189,143,474,385
1,548,1131,233,448,1456,1155,832
1,1291,1036,1183,1222,1363,1163,1123
1,977,2022,922,1002,1697,1377,1054
1,545,127,428,525,262,350,345
1,326,-464,174,201,331,295,381
1,4415,2746,4485,4436,2564,1853,1268
1,42,-512,-109,-64,345,217,178
1,42,-512,-109,-64,345,217,178
1,269,448,136,274,413,238,77
1,269,448,136,274,413,238,77
1,319,-37,354,274,173,293,250
0,724,465,475,778,-77,695,537
1,231,-694,29,82,-117,180,227
0,117,601,50,174,652,419,229
1,4401,2558,4383,4422,2146,2307,1834
0,72,-670,19,-37,-300,-367,-128
1,104,-371,68,36,-272,-189,-103
1,201,-1044,292,133,-826,-357,-150
1,1079,1749,944,1102,2204,1723,1380
1,264,102,120,219,88,322,236
1,199,-865,77,28,-383,340,435
1,199,-865,77,28,-383,340,435
1,992,-1050,950,775,-598,244,617
1,992,-1050,950,775,-598,244,617
0,45,-299,10,-47,-420,-182,-94
1,597,811,515,633,859,626,379
1,408,-1844,607,25,-1231,-647,-121
1,408,-1844,607,25,-1231,-647,-121
1,408,-1844,607,25,-1231,-647,-121
1,408,-1844,607,25,-1231,-647,-121
1,408,-1844,607,25,-1231,-647,-121
1,141,-404,70,56,-193,212,249
0,215,-134,106,143,-108,212,189
1,311,-906,158,142,-390,47,112
1,311,-906,158,142,-390,47,112
1,469,-193,190,314,184,771,778
1,234,-1415,111,-10,-679,78,394
1,234,-1415,111,-10,-679,78,394
1,234,-1415,111,-10,-679,78,394
1,234,-1415,111,-10,-679,78,394
1,74,-1118,143,-38,-687,-248,-8
1,446,1382,335,528,3416,778,414
1,446,1382,335,528,3416,778,414
1,483,-1987,992,556,-1708,-1015,-449
1,-19,-932,-34,-149,-522,-294,-83
1,614,190,230,403,1042,895,793
0,592,1229,659,664,1119,775,405
0,191,-455,112,99,193,298,261
1,218,818,-67,289,691,351,4
1,842,8,947,746,295,85,877
1,842,8,947,746,295,85,877
1,82,-304,74,26,-523,-105,-76
0,-23,-1582,5,-246,-1392,-504,-153
1,1275,-835,1573,1166,-597,90,422
1,126,-1015,57,5,-849,-235,-58
1,108,-310,49,-46,55,167,175
0,497,361,449,462,579,639,395
1,263,1555,168,381,1304,746,356
1,53,-1495,201,-111,-1334,-779,-192
1,169,-594,77,64,-39,162,198
1,102,-685,58,-48,-388,-63,112
0,230,1001,145,322,787,577,256
1,230,1001,145,322,787,577,256
1,1033,-883,1197,964,-891,-8,465
1,233,-1304,11,3,-392,179,379
1,233,-1304,11,3,-392,179,379
0,341,-998,489,264,842,-307,144
1,1501,-474,1927,1394,52,514,509
1,237,-174,110,165,34,110,0
1,260,-512,149,148,-368,-100,52
1,260,-512,149,148,-368,-100,52
1,431,1807,241,563,1638,1119,530
1,300,-719,149,146,-102,211,203
1,268,11,136,184,-103,311,235
0,2855,1696,2556,2614,2215,2469,2746
1,260,-512,149,148,-368,-100,52
1,268,-491,188,172,112,235,273
1,268,-491,188,172,112,235,273
1,359,-185,556,346,-63,-68,-14
1,1334,581,1545,1491,539,99,211
1,0,-1284,-49,-205,-493,-336,9
1,131,206,199,145,73,130,29
0,21,-580,50,-67,-666,-220,-80
1,-25,-515,-12,-99,-258,-76,108
1,-25,-515,-12,-99,-258,-76,108
1,-25,-515,-12,-99,-258,-76,108
1,1957,98,2396,1910,186,635,920
1,1890,1234,1894,1879,1187,1589,1390
1,327,-735,228,117,-277,313,378
1,158,-226,88,62,15,104,287
1,406,-135,260,239,431,369,324
1,1197,2195,1362,1416,1645,1353,936
0,2414,51,2464,2190,249,862,905
1,2926,904,3076,2799,1362,1759,1880
0,4823,2614,4891,4739,2118,2206,1399
1,344,-1079,145,71,-127,222,326
1,305,-370,108,195,480,373,374
1,545,-135,554,424,-22,384,435
0,149,-710,-15,-31,-251,-310,131
1,257,-330,138,171,515,161,205
1,453,148,245,348,829,753,836
0,722,1232,297,616,1321,1122,903
1,3513,588,3864,3363,1392,1845,2399
1,102,-1579,-11,-174,-954,-217,220
0,70,-592,55,-57,-242,-84,5
1,627,281,471,470,507,889,892
0,2324,576,2463,2242,634,953,994
0,325,-1053,301,156,-781,-122,133
1,2324,576,2463,2242,634,953,994
1,171,-497,-45,14,-129,238,350
1,375,372,197,388,187,279,63
1,270,-949,134,120,-609,99,206
1,3526,424,3882,3368,1053,1860,2441
1,420,300,257,293,570,632,504
1,51,-509,33,-27,-329,-60,163
1,154,157,90,101,200,289,277
1,257,-93,180,191,-46,310,220
0,257,-93,180,191,-46,310,220
1,150,-781,60,-16,-154,-30,230
1,6346,5488,6007,6208,5165,3903,2504
1,397,1176,203,444,868,709,377
1,462,-123,518,394,349,350,611
1,462,-123,518,394,349,350,611
1,145,460,76,161,519,129,89
1,344,941,214,354,815,838,649
1,344,941,214,354,815,838,649
1,344,941,214,354,815,838,649
0,74,-878,28,-78,-391,-180,55
1,359,-178,130,207,367,603,518
1,317,-628,164,118,131,298,438
1,315,605,52,231,547,672,429
1,146,729,75,212,730,530,364
1,146,729,75,212,730,530,364
0,62,-981,124,-33,-816,-405,-130
1,163,251,28,228,758,184,58
0,163,251,28,228,758,184,58
0,456,-1159,366,142,-474,129,459
1,7,-490,-7,-46,-179,-234,-25
1,491,-1121,779,459,-594,-198,124
0,199,-870,93,73,-347,-19,107
0,37,-67,-5,49,-255,57,-13
0,105,-390,66,14,-112,0,99
1,121,-529,205,49,-590,-126,-1
1,121,-529,205,49,-590,-126,-1
1,121,-529,205,49,-590,-126,-1
1,503,-392,196,277,-29,373,399
1,99,-1140,72,-79,-758,-171,79
1,99,-1140,72,-79,-758,-171,79
1,193,241,57,149,396,318,301
1,193,241,57,149,396,318,301
1,182,-529,104,47,-427,28,236
1,242,-971,332,249,-625,-658,-351
1,193,241,57,149,396,318,301
1,374,1000,198,396,2886,1019,711
1,859,-1688,989,612,-1608,-558,92
1,303,-768,226,160,-454,196,206
1,371,-981,11,109,-342,299,520
1,4553,2511,4975,4551,2546,2214,1997
1,6321,3417,6544,6218,3175,3006,2105
0,422,-532,347,264,-245,-16,232
1,690,109,905,681,-53,193,253
1,277,89,129,234,465,287,253
1,258,-777,125,130,-217,103,220
1,258,-777,125,130,-217,103,220
0,3,-986,17,-161,-654,-310,-4
0,522,738,391,501,702,-49,-103
1,1452,2063,1631,1607,1858,1663,1391
1,746,-488,413,459,70,848,770
1,-1,-1479,41,-199,-1298,-363,-9
1,184,332,92,108,213,162,161
1,134,-953,81,-110,-528,-143,107
1,195,228,65,103,394,229,192
1,2990,824,3351,2999,619,852,745
1,296,234,204,291,80,313,178
1,1897,107,1966,1801,44,330,233
0,23,-150,10,-28,39,53,25
1,457,-115,483,396,-268,-81,66
1,197,201,157,197,230,166,110
1,2212,575,2283,2163,657,1387,1420
0,296,234,204,291,80,313,178
1,-61,-916,-7,-190,-554,-522,-195
1,340,-577,148,143,-98,163,571
0,217,-722,105,140,-418,272,263
1,892,-502,498,595,271,754,758
1,-22,-231,-90,-64,-191,-58,-34
1,50,-1179,21,-218,-1004,-300,17
1,2911,1189,2940,2834,1737,1923,2117
1,159,-147,98,122,-166,-15,51
1,3440,2219,3433,3377,2369,2320,2155
1,3440,2219,3433,3377,2369,2320,2155
1,3483,856,3807,3341,-137,1907,2104
1,131,-408,19,49,-162,114,201
0,627,-28,729,619,-98,209,370
1,1724,1945,1666,1704,2152,1791,1551
1,596,-41,302,381,564,992,979
1,745,204,827,718,915,549,439
1,293,-1004,260,107,-575,-106,129
1,143,-1747,429,-21,-1343,-650,-224
1,241,363,139,232,386,566,418
1,1351,183,1252,1228,667,1133,1442
1,2591,2668,2388,2649,2719,2180,1915
1,177,-1110,122,-74,-861,-312,10
1,414,-314,233,300,181,424,641
0,211,181,44,196,174,528,497
0,518,-64,766,564,126,130,46
0,296,-72,605,325,-107,33,120
1,300,-1,-45,124,283,428,512
1,34,-401,19,-30,196,-210,-93
1,208,-855,92,10,-695,136,184
0,674,-1015,716,585,-484,-182,121
0,674,-1015,716,585,-484,-182,121
0,477,833,450,522,605,576,330
1,171,-322,66,107,-2447,92,177
1,342,-448,183,226,37,344,411
1,332,-1099,164,87,20,216,351
1,207,-764,55,48,3,160,237
1,207,-764,55,48,3,160,237
1,490,431,264,367,667,713,507
1,217,795,87,240,926,408,128
1,249,1530,104,402,1676,744,409
1,249,1530,104,402,1676,744,409
1,249,1530,104,402,1676,744,409
1,446,-355,228,170,487,535,626
1,249,1530,104,402,1676,744,409
1,249,1530,104,402,1676,744,409
1,703,55,1196,609,269,78,376
0,365,506,258,419,440,146,179
0,226,481,130,181,343,369,236
0,596,388,525,570,349,646,623
0,596,388,525,570,349,646,623
1,511,542,685,548,380,460,376
1,97,226,60,60,-22,119,136
1,352,-720,49,49,-261,467,535
1,224,672,89,188,1094,512,555
0,511,563,149,299,635,1096,1092
1,675,381,211,390,751,952,828
1,378,742,169,295,1152,775,782
0,384,125,183,266,540,696,755
0,39,-484,97,-32,-528,-363,-177
1,489,-1307,553,256,-780,-182,206
0,248,42,134,197,183,413,284
1,307,291,832,320,-33,-12,24
1,307,291,832,320,-33,-12,24
1,248,42,134,197,183,413,284
1,522,1825,424,799,1761,891,521
1,501,285,182,279,1554,657,653
1,200,-561,152,98,-330,-18,196
1,3310,1783,3299,3296,2158,2009,1610
0,26,-1447,155,-114,-1322,-632,-220
1,366,400,176,255,775,731,756
1,-22,-2275,-85,-397,-1255,-505,38
0,-9,-207,38,24,-265,-413,-356
1,329,636,137,247,808,705,674
1,79,-1983,170,-35,804,-368,90
1,1603,265,1484,1486,336,1127,1264
0,415,740,382,427,775,659,417
1,-39,-1474,22,-200,-1251,-356,-73
0,3690,2172,3588,3465,2583,2619,2605
0,336,1419,252,449,1342,844,454
0,407,569,429,433,591,234,213
1,309,-222,153,187,153,465,403
0,505,560,257,416,1081,926,660
1,337,-549,187,130,-146,331,453
1,619,84,324,468,451,715,682
1,290,-881,118,77,-311,276,364
1,565,255,296,435,726,624,484
0,421,537,198,368,988,561,539
0,1065,774,1190,1070,954,693,668
0,1065,774,1190,1070,954,693,668
1,242,-546,147,64,-553,133,306
1,371,757,34,288,-654,825,660
1,797,346,472,673,600,841,841
0,381,-78,214,238,-40,486,312
1,1480,832,1173,1245,1772,1694,1584
1,10,-1015,34,-152,-1066,-534,-262
1,334,-586,164,208,105,332,421
1,145,-790,38,-66,-359,-231,66
1,550,-1966,901,461,-1407,-729,-206
1,230,-1859,104,-133,-811,-96,270
1,230,-1859,104,-133,-811,-96,270
1,302,-404,160,208,-116,156,363
0,539,-454,247,249,35,512,727
0,255,-168,79,139,70,384,361
0,255,-168,79,139,70,384,361
0,1161,727,1482,1201,933,708,820
0,1161,727,1482,1201,933,708,820
0,400,289,196,259,517,790,530
0,2262,1811,2580,2284,2074,2205,1899
0,2262,1811,2580,2284,2074,2205,1899
1,187,-44,76,49,420,185,258
0,187,-44,76,49,420,185,258
1,598,96,859,611,141,-209,-29
1,614,541,580,525,728,708,535
0,475,489,235,356,473,607,685
1,226,-520,99,81,-169,104,212
0,122,-1834,354,59,-1655,-902,-282
0,349,368,170,259,537,584,676
1,466,214,190,243,368,576,676
1,466,214,190,243,368,576,676
1,190,102,112,175,761,366,204
1,253,2,413,236,31,131,130
1,125,-293,44,51,-313,145,159
1,186,-280,99,98,-35,85,105
0,186,-280,99,98,-35,85,105
0,597,610,244,435,827,1023,665
1,-162,-1027,-81,-318,-907,-528,-246
0,831,1016,708,761,961,1063,818
0,264,325,160,185,188,362,381
1,18,-149,638,47,-489,-183,-274
1,639,266,254,400,713,1031,905
0,-128,-661,152,-159,-569,-491,-334
0,-128,-661,152,-159,-569,-491,-334
0,94,208,59,71,23,72,80
1,165,-353,238,72,-348,-158,30
0,471,450,243,354,590,601,495
1,3785,1695,3541,3604,1820,1778,1528
1,119,-513,73,-27,-223,64,204
0,537,-139,277,352,276,608,645
0,311,-154,144,163,391,468,469
1,23,-3079,134,-328,-2281,-921,-183
1,348,183,414,384,123,226,233
1,372,562,185,286,831,742,525
0,292,-375,248,247,-317,-65,30
1,362,84,169,215,316,424,493
1,52,-659,77,-57,-583,-147,29
1,372,-95,190,214,405,586,499
1,-255,-3185,-174,-597,-2298,-1366,-478
1,-63,-814,-5,-183,-720,-352,-141
0,-63,-814,-5,-183,-720,-352,-141
1,470,-32,227,355,681,804,601
1,530,-71,258,322,251,535,487
1,-32,-951,-5,-197,-787,-279,-68
0,169,-564,47,-49,-320,-87,47
1,402,481,204,257,394,730,502
1,98,-126,44,18,-68,19,47
0,346,517,211,327,510,382,271
